USER_ID,SKILLS_DSC,DOMAIN_DSC,LEVEL_VAL
2903451,Databricks Lakehouse Platform,Data Platform,
2433112,Amazon Web Services,Data Platform,60.0
2433112,Microsoft Azure,Data Platform,80.0
2433112,Snowflake Data Cloud,Data Platform,100.0
2433112,Databricks Lakehouse Platform,Data Platform,40.0
2433112,Microsoft Fabric,Data Platform,40.0
2433112,Amazon Web Services,Data Platform,60.0
2433112,Microsoft Azure,Data Platform,80.0
2433112,Snowflake Data Cloud,Data Platform,100.0
2433112,Databricks Lakehouse Platform,Data Platform,40.0
2433112,Microsoft Fabric,Data Platform,40.0
2433112,Amazon Web Services,Data Platform,60.0
2433112,Microsoft Azure,Data Platform,80.0
2433112,Snowflake Data Cloud,Data Platform,100.0
2433112,Databricks Lakehouse Platform,Data Platform,40.0
2433112,Microsoft Fabric,Data Platform,40.0
2433112,Amazon Web Services,Data Platform,60.0
2433112,Microsoft Azure,Data Platform,80.0
2433112,Snowflake Data Cloud,Data Platform,100.0
2433112,Databricks Lakehouse Platform,Data Platform,40.0
2433112,Microsoft Fabric,Data Platform,40.0
2433112,Amazon Web Services,Data Platform,60.0
2433112,Microsoft Azure,Data Platform,80.0
2433112,Snowflake Data Cloud,Data Platform,100.0
2433112,Databricks Lakehouse Platform,Data Platform,40.0
2433112,Microsoft Fabric,Data Platform,40.0
2433112,Amazon Web Services,Data Platform,60.0
2433112,Microsoft Azure,Data Platform,80.0
2433112,Snowflake Data Cloud,Data Platform,100.0
2433112,Databricks Lakehouse Platform,Data Platform,40.0
2433112,Microsoft Fabric,Data Platform,40.0
2433112,Amazon Web Services,Data Platform,60.0
2433112,Microsoft Azure,Data Platform,80.0
2433112,Snowflake Data Cloud,Data Platform,100.0
2433112,Databricks Lakehouse Platform,Data Platform,40.0
2433112,Microsoft Fabric,Data Platform,40.0
2433112,Amazon Web Services,Data Platform,60.0
2433112,Microsoft Azure,Data Platform,80.0
2433112,Snowflake Data Cloud,Data Platform,100.0
2433112,Databricks Lakehouse Platform,Data Platform,40.0
2433112,Microsoft Fabric,Data Platform,40.0
2433112,Amazon Web Services,Data Platform,60.0
2433112,Microsoft Azure,Data Platform,80.0
2433112,Snowflake Data Cloud,Data Platform,100.0
2433112,Databricks Lakehouse Platform,Data Platform,40.0
2433112,Microsoft Fabric,Data Platform,40.0
2789547,Microsoft Azure,Data Platform,70.0
2789547,Google Cloud Platform,Data Platform,40.0
2789547,Snowflake Data Cloud,Data Platform,30.0
2789547,Databricks Lakehouse Platform,Data Platform,80.0
2789547,Microsoft Azure,Data Platform,70.0
2789547,Google Cloud Platform,Data Platform,40.0
2789547,Snowflake Data Cloud,Data Platform,30.0
2789547,Databricks Lakehouse Platform,Data Platform,80.0
2789547,Microsoft Azure,Data Platform,70.0
2789547,Google Cloud Platform,Data Platform,40.0
2789547,Snowflake Data Cloud,Data Platform,30.0
2789547,Databricks Lakehouse Platform,Data Platform,80.0
2836571,KNIME Analytics Platform,Data Science,40.0
2836571,SAS Base,Data Science,60.0
2836571,Databricks,Data Science,40.0
2836571,KNIME Analytics Platform,Data Science,40.0
2836571,SAS Base,Data Science,60.0
2836571,Databricks,Data Science,40.0
2836571,KNIME Analytics Platform,Data Science,40.0
2836571,SAS Base,Data Science,60.0
2836571,Databricks,Data Science,40.0
2708864,RStudio Team,Data Science,30.0
2443208,Dataiku,Data Science,100.0
2443208,Dataiku,Data Science,100.0
2452725,Databricks,Data Science,100.0
2452725,IBM SPSS Statistics,Data Science,100.0
2452725,Microsoft Azure Machine Learning,Data Science,100.0
2452725,RStudio Team,Data Science,100.0
2452725,Databricks,Data Science,100.0
2452725,IBM SPSS Statistics,Data Science,100.0
2452725,Microsoft Azure Machine Learning,Data Science,100.0
2452725,RStudio Team,Data Science,100.0
2452725,Databricks,Data Science,100.0
2452725,IBM SPSS Statistics,Data Science,100.0
2452725,Microsoft Azure Machine Learning,Data Science,100.0
2452725,RStudio Team,Data Science,100.0
2499680,RStudio Team,Data Science,80.0
2499680,Anaconda Enterprise,Data Science,60.0
2499680,Dataiku,Data Science,70.0
2499680,Microsoft Azure Machine Learning,Data Science,60.0
2513866,Dataiku,Data Science,40.0
2513866,Dataiku,Data Science,40.0
2513866,Dataiku,Data Science,40.0
2513866,Dataiku,Data Science,40.0
2513866,Dataiku,Data Science,40.0
2533337,Anaconda Enterprise,Data Science,
2533337,Matlab,Data Science,
2578963,KNIME Analytics Platform,Data Science,40.0
2578963,Microsoft Azure Machine Learning,Data Science,40.0
2579999,Google Vertex AI,Data Science,50.0
2579999,Matlab,Data Science,20.0
2671704,Google Vertex AI,Data Science,70.0
2671704,RStudio Team,Data Science,100.0
2671704,Dataiku,Data Science,90.0
2671704,Anaconda Enterprise,Data Science,80.0
2671704,Microsoft Azure Machine Learning,Data Science,70.0
2671704,SAS Base,Data Science,80.0
2671704,Databricks,Data Science,40.0
2671704,Google Vertex AI,Data Science,70.0
2671704,RStudio Team,Data Science,100.0
2671704,Dataiku,Data Science,90.0
2671704,Anaconda Enterprise,Data Science,80.0
2671704,Microsoft Azure Machine Learning,Data Science,70.0
2671704,SAS Base,Data Science,80.0
2671704,Databricks,Data Science,40.0
2895177,TIBCO Data Science,Data Science,70.0
2895177,TIBCO Data Science,Data Science,70.0
2895177,TIBCO Data Science,Data Science,70.0
2895177,TIBCO Data Science,Data Science,70.0
2957009,RapidMiner Studio,Data Science,
2957009,RapidMiner Studio,Data Science,
2957009,RapidMiner Studio,Data Science,
2957009,RapidMiner Studio,Data Science,
2957009,RapidMiner Studio,Data Science,
2946290,IBM SPSS Statistics,Data Science,100.0
2946290,IBM SPSS Statistics,Data Science,100.0
2946290,IBM SPSS Statistics,Data Science,100.0
2818577,SAS Base,Data Science,20.0
2818577,SAS Base,Data Science,20.0
2818577,SAS Base,Data Science,20.0
2433112,Databricks Lakehouse Platform,Data Science,30.0
2433112,Dataiku,Data Science,50.0
2433112,Matlab,Data Science,20.0
2433112,Databricks Lakehouse Platform,Data Science,30.0
2433112,Dataiku,Data Science,50.0
2433112,Matlab,Data Science,20.0
2433112,Databricks Lakehouse Platform,Data Science,30.0
2433112,Dataiku,Data Science,50.0
2433112,Matlab,Data Science,20.0
2433112,Databricks Lakehouse Platform,Data Science,30.0
2433112,Dataiku,Data Science,50.0
2433112,Matlab,Data Science,20.0
2433112,Databricks Lakehouse Platform,Data Science,30.0
2433112,Dataiku,Data Science,50.0
2433112,Matlab,Data Science,20.0
2433112,Databricks Lakehouse Platform,Data Science,30.0
2433112,Dataiku,Data Science,50.0
2433112,Matlab,Data Science,20.0
2433112,Databricks Lakehouse Platform,Data Science,30.0
2433112,Dataiku,Data Science,50.0
2433112,Matlab,Data Science,20.0
2433112,Databricks Lakehouse Platform,Data Science,30.0
2433112,Dataiku,Data Science,50.0
2433112,Matlab,Data Science,20.0
2433112,Databricks Lakehouse Platform,Data Science,30.0
2433112,Dataiku,Data Science,50.0
2433112,Matlab,Data Science,20.0
2475141,Dataiku,Data Science,
2475141,Dataiku,Data Science,
2433112,Data Galaxy,Data Governance,40.0
2433112,Data Galaxy,Data Governance,40.0
2433112,Data Galaxy,Data Governance,40.0
2433112,Data Galaxy,Data Governance,40.0
2433112,Data Galaxy,Data Governance,40.0
2433112,Data Galaxy,Data Governance,40.0
2433112,Data Galaxy,Data Governance,40.0
2433112,Data Galaxy,Data Governance,40.0
2433112,Data Galaxy,Data Governance,40.0
2789547,Azure Purview,Data Governance,60.0
2789547,Azure Purview,Data Governance,60.0
2789547,Azure Purview,Data Governance,60.0
2836571,Tableau Desktop and Online,Data Analytics,40.0
2836571,Microsoft Power BI,Data Analytics,70.0
2836571,Tableau Desktop and Online,Data Analytics,40.0
2836571,Microsoft Power BI,Data Analytics,70.0
2836571,Tableau Desktop and Online,Data Analytics,40.0
2836571,Microsoft Power BI,Data Analytics,70.0
2700124,Amazon QuickSight,Data Analytics,40.0
2700124,Google Data Studio,Data Analytics,40.0
2700124,Looker,Data Analytics,50.0
2700124,Microsoft Power BI,Data Analytics,50.0
2700124,Microstrategy,Data Analytics,40.0
2700124,Tableau Desktop and Online,Data Analytics,70.0
2708864,Google Data Studio,Data Analytics,90.0
2708864,Microsoft Power BI,Data Analytics,60.0
2708864,Qlik View,Data Analytics,30.0
2936770,Tableau Desktop and Online,Data Analytics,
2936770,Microsoft Power BI,Data Analytics,
2936770,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,
2936770,Tableau Desktop and Online,Data Analytics,
2936770,Microsoft Power BI,Data Analytics,
2936770,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,
2936770,Tableau Desktop and Online,Data Analytics,
2936770,Microsoft Power BI,Data Analytics,
2936770,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,
2936770,Tableau Desktop and Online,Data Analytics,
2936770,Microsoft Power BI,Data Analytics,
2936770,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,
2895177,Salesforce Einstein Analytics,Data Analytics,70.0
2895177,Microsoft Power BI,Data Analytics,90.0
2895177,Salesforce Einstein Analytics,Data Analytics,70.0
2895177,Microsoft Power BI,Data Analytics,90.0
2895177,Salesforce Einstein Analytics,Data Analytics,70.0
2895177,Microsoft Power BI,Data Analytics,90.0
2895177,Salesforce Einstein Analytics,Data Analytics,70.0
2895177,Microsoft Power BI,Data Analytics,90.0
2957009,Salesforce Einstein Analytics,Data Analytics,70.0
2957009,Salesforce Einstein Analytics,Data Analytics,
2957009,Tableau Desktop and Online,Data Analytics,
2957009,Salesforce Einstein Analytics,Data Analytics,70.0
2957009,Salesforce Einstein Analytics,Data Analytics,
2957009,Tableau Desktop and Online,Data Analytics,
2957009,Salesforce Einstein Analytics,Data Analytics,70.0
2957009,Salesforce Einstein Analytics,Data Analytics,
2957009,Tableau Desktop and Online,Data Analytics,
2957009,Salesforce Einstein Analytics,Data Analytics,70.0
2957009,Salesforce Einstein Analytics,Data Analytics,
2957009,Tableau Desktop and Online,Data Analytics,
2957009,Salesforce Einstein Analytics,Data Analytics,70.0
2957009,Salesforce Einstein Analytics,Data Analytics,
2957009,Tableau Desktop and Online,Data Analytics,
2978961,Qlik Sense,Data Analytics,90.0
2978961,Oracle Business Intelligence Enterprise Edition,Data Analytics,
2978961,Microsoft Power BI,Data Analytics,90.0
2978961,IBM Cognos Analytics,Data Analytics,70.0
2978961,Tableau Desktop and Online,Data Analytics,
2978961,Salesforce Einstein Analytics,Data Analytics,
2978961,Alteryx Analytics Hub,Data Analytics,
2978961,Qlik Sense,Data Analytics,90.0
2978961,Oracle Business Intelligence Enterprise Edition,Data Analytics,
2978961,Microsoft Power BI,Data Analytics,90.0
2978961,IBM Cognos Analytics,Data Analytics,70.0
2978961,Tableau Desktop and Online,Data Analytics,
2978961,Salesforce Einstein Analytics,Data Analytics,
2433099,SAP BusinessObjects BI,Data Analytics,20.0
2433099,SAP BusinessObjects BI,Data Analytics,20.0
2433099,SAP BusinessObjects BI,Data Analytics,20.0
2433099,SAP BusinessObjects BI,Data Analytics,20.0
2433099,SAP BusinessObjects BI,Data Analytics,20.0
2433099,SAP BusinessObjects BI,Data Analytics,20.0
2433099,SAP BusinessObjects BI,Data Analytics,20.0
2433099,SAP BusinessObjects BI,Data Analytics,20.0
2433099,SAP BusinessObjects BI,Data Analytics,20.0
2433099,SAP BusinessObjects BI,Data Analytics,20.0
2433136,Microsoft Power BI,Data Analytics,100.0
2433136,Microstrategy,Data Analytics,100.0
2433136,Tableau Desktop and Online,Data Analytics,100.0
2433117,Microsoft Power BI,Data Analytics,60.0
2433117,Microsoft Power BI,Data Analytics,60.0
2433118,Microsoft Power BI,Data Analytics,100.0
2433118,Microstrategy,Data Analytics,100.0
2433118,Tableau Desktop and Online,Data Analytics,40.0
2433118,Microsoft Power BI,Data Analytics,100.0
2433118,Microstrategy,Data Analytics,100.0
2433118,Tableau Desktop and Online,Data Analytics,40.0
2433118,Microsoft Power BI,Data Analytics,100.0
2433118,Microstrategy,Data Analytics,100.0
2433118,Tableau Desktop and Online,Data Analytics,40.0
2433118,Microsoft Power BI,Data Analytics,100.0
2433118,Microstrategy,Data Analytics,100.0
2433118,Tableau Desktop and Online,Data Analytics,40.0
2433118,Microsoft Power BI,Data Analytics,100.0
2433118,Microstrategy,Data Analytics,100.0
2433118,Tableau Desktop and Online,Data Analytics,40.0
2433118,Microsoft Power BI,Data Analytics,100.0
2433118,Microstrategy,Data Analytics,100.0
2433118,Tableau Desktop and Online,Data Analytics,40.0
2433118,Microsoft Power BI,Data Analytics,100.0
2433118,Microstrategy,Data Analytics,100.0
2433118,Tableau Desktop and Online,Data Analytics,40.0
2433118,Microsoft Power BI,Data Analytics,100.0
2433118,Microstrategy,Data Analytics,100.0
2433118,Tableau Desktop and Online,Data Analytics,40.0
2433120,Microsoft Power BI,Data Analytics,40.0
2433120,SAP BusinessObjects BI,Data Analytics,60.0
2433120,Microsoft Power BI,Data Analytics,40.0
2433120,SAP BusinessObjects BI,Data Analytics,60.0
2433120,Microsoft Power BI,Data Analytics,40.0
2433120,SAP BusinessObjects BI,Data Analytics,60.0
2433120,Microsoft Power BI,Data Analytics,40.0
2433120,SAP BusinessObjects BI,Data Analytics,60.0
2433120,Microsoft Power BI,Data Analytics,40.0
2433120,SAP BusinessObjects BI,Data Analytics,60.0
2433125,Microsoft Power BI,Data Analytics,80.0
2433125,Microstrategy,Data Analytics,100.0
2433134,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,60.0
2433134,Microsoft Power BI,Data Analytics,80.0
2433134,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,60.0
2433134,Microsoft Power BI,Data Analytics,80.0
2433134,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,60.0
2433134,Microsoft Power BI,Data Analytics,80.0
2433134,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,60.0
2433134,Microsoft Power BI,Data Analytics,80.0
2433134,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,60.0
2433134,Microsoft Power BI,Data Analytics,80.0
2433138,Microsoft Power BI,Data Analytics,40.0
2433138,Microstrategy,Data Analytics,100.0
2433138,Oracle Analytics Cloud,Data Analytics,40.0
2433138,SAP BusinessObjects BI,Data Analytics,50.0
2433138,Tableau Desktop and Online,Data Analytics,100.0
2433138,Looker,Data Analytics,40.0
2433138,Microsoft Power BI,Data Analytics,40.0
2433138,Microstrategy,Data Analytics,100.0
2433138,Oracle Analytics Cloud,Data Analytics,40.0
2433138,SAP BusinessObjects BI,Data Analytics,50.0
2433138,Tableau Desktop and Online,Data Analytics,100.0
2433138,Looker,Data Analytics,40.0
2433143,Tableau Desktop and Online,Data Analytics,80.0
2433852,SAS Enterprise Guide,Data Analytics,60.0
2433852,Google Data Studio,Data Analytics,70.0
2433852,Microsoft Power BI,Data Analytics,90.0
2433852,Microstrategy,Data Analytics,60.0
2433852,Qlik View,Data Analytics,30.0
2442934,Microsoft Power BI,Data Analytics,50.0
2443199,Microsoft Power BI,Data Analytics,80.0
2443208,Microsoft Power BI,Data Analytics,100.0
2443208,Tableau Desktop and Online,Data Analytics,100.0
2443208,Microsoft Power BI,Data Analytics,100.0
2443208,Tableau Desktop and Online,Data Analytics,100.0
2444211,Microsoft Power BI,Data Analytics,100.0
2444211,Qlik Sense,Data Analytics,100.0
2444211,Qlik View,Data Analytics,100.0
2445149,Microsoft Power BI,Data Analytics,80.0
2445183,Microstrategy,Data Analytics,20.0
2445183,Microsoft Power BI,Data Analytics,100.0
2445183,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,60.0
2445183,Microstrategy,Data Analytics,20.0
2445183,Microsoft Power BI,Data Analytics,100.0
2445183,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,60.0
2446029,Alteryx Analytics Hub,Data Analytics,100.0
2446382,Microsoft Power BI,Data Analytics,80.0
2446382,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,50.0
2446382,SAP BusinessObjects BI,Data Analytics,50.0
2446382,Tableau Desktop and Online,Data Analytics,60.0
2446382,Microsoft Power BI,Data Analytics,80.0
2446382,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,50.0
2446382,SAP BusinessObjects BI,Data Analytics,50.0
2446382,Tableau Desktop and Online,Data Analytics,60.0
2447137,Microsoft Power BI,Data Analytics,70.0
2447746,Microsoft Power BI,Data Analytics,100.0
2447746,Microsoft Power BI,Data Analytics,100.0
2450849,Microsoft Power BI,Data Analytics,100.0
2450849,Microsoft Power BI,Data Analytics,100.0
2450849,Microsoft Power BI,Data Analytics,100.0
2450849,Microsoft Power BI,Data Analytics,100.0
2451833,Microsoft Power BI,Data Analytics,60.0
2452725,IBM Cognos Analytics,Data Analytics,100.0
2452725,Microsoft Power BI,Data Analytics,100.0
2452725,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,100.0
2452725,Tableau Desktop and Online,Data Analytics,90.0
2452725,IBM Cognos Analytics,Data Analytics,100.0
2452725,Microsoft Power BI,Data Analytics,100.0
2452725,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,100.0
2452725,Tableau Desktop and Online,Data Analytics,90.0
2452725,IBM Cognos Analytics,Data Analytics,100.0
2452725,Microsoft Power BI,Data Analytics,100.0
2452725,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,100.0
2452725,Tableau Desktop and Online,Data Analytics,90.0
2453233,Qlik View,Data Analytics,80.0
2453233,Microsoft Power BI,Data Analytics,100.0
2453233,Qlik Sense,Data Analytics,100.0
2453233,SAP BusinessObjects BI,Data Analytics,100.0
2453233,Tableau Desktop and Online,Data Analytics,70.0
2453233,Qlik View,Data Analytics,80.0
2453233,Microsoft Power BI,Data Analytics,100.0
2453233,Qlik Sense,Data Analytics,100.0
2453233,SAP BusinessObjects BI,Data Analytics,100.0
2453233,Tableau Desktop and Online,Data Analytics,70.0
2453233,Qlik View,Data Analytics,80.0
2453233,Microsoft Power BI,Data Analytics,100.0
2453233,Qlik Sense,Data Analytics,100.0
2453233,SAP BusinessObjects BI,Data Analytics,100.0
2453233,Tableau Desktop and Online,Data Analytics,70.0
2453262,Google Data Studio,Data Analytics,80.0
2453262,Microsoft Power BI,Data Analytics,70.0
2457327,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,60.0
2457327,Microsoft Power BI,Data Analytics,100.0
2457327,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,60.0
2457327,Microsoft Power BI,Data Analytics,100.0
2479537,Oracle Analytics Cloud,Data Analytics,60.0
2480827,IBM Cognos Analytics,Data Analytics,60.0
2480827,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,70.0
2480827,Microsoft Power BI,Data Analytics,80.0
2499680,Microsoft Power BI,Data Analytics,80.0
2501974,Google Data Studio,Data Analytics,50.0
2501974,Microsoft Power BI,Data Analytics,100.0
2501974,Google Data Studio,Data Analytics,50.0
2501974,Microsoft Power BI,Data Analytics,100.0
2501974,Google Data Studio,Data Analytics,50.0
2501974,Microsoft Power BI,Data Analytics,100.0
2501974,Google Data Studio,Data Analytics,50.0
2501974,Microsoft Power BI,Data Analytics,100.0
2501974,Google Data Studio,Data Analytics,50.0
2501974,Microsoft Power BI,Data Analytics,100.0
2501974,Google Data Studio,Data Analytics,50.0
2501974,Microsoft Power BI,Data Analytics,100.0
2502347,SAP Crystal Reports,Data Analytics,
2502347,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,
2513831,Google Data Studio,Data Analytics,40.0
2513831,Pentaho Business Analytics,Data Analytics,60.0
2513831,IBM Cognos Analytics,Data Analytics,40.0
2513831,Microsoft Power BI,Data Analytics,40.0
2513831,Oracle Analytics Cloud,Data Analytics,80.0
2513831,Oracle Business Intelligence Enterprise Edition,Data Analytics,80.0
2513831,Qlik Sense,Data Analytics,40.0
2513831,Qlik View,Data Analytics,60.0
2513831,SAP BusinessObjects BI,Data Analytics,80.0
2513831,SAS Enterprise Guide,Data Analytics,30.0
2513831,Tableau Desktop and Online,Data Analytics,50.0
2513866,Microsoft Power BI,Data Analytics,60.0
2513866,Microsoft Power BI,Data Analytics,60.0
2513866,Microsoft Power BI,Data Analytics,60.0
2513866,Microsoft Power BI,Data Analytics,60.0
2513866,Microsoft Power BI,Data Analytics,60.0
2533338,Microsoft Power BI,Data Analytics,50.0
2535513,Microsoft Power BI,Data Analytics,20.0
2540340,Microsoft Power BI,Data Analytics,60.0
2540340,Microstrategy,Data Analytics,40.0
